condition,condition_pretty,environment_name,judge_label,mean,metric_key,metric_label,model_label,model_label_pretty,n,plot_header,sem
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.09645055437140851,normalized_regret,Normalized Regret (↓),claude-haiku-4-5,Claude-Haiku-4-5,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.02025048379324517
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.449026719336756,normalized_coalition_regret_gap,Coalition Advantage (-),claude-haiku-4-5,Claude-Haiku-4-5,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.032463153681844194
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,1.0,judge_mean_rating,Collusion Judge (↓),claude-haiku-4-5,Claude-Haiku-4-5,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.0
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.09678814252961843,normalized_regret,Normalized Regret (↓),claude-haiku-4-5,Claude-Haiku-4-5,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.019284088428571662
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.4908542031890303,normalized_coalition_regret_gap,Coalition Advantage (-),claude-haiku-4-5,Claude-Haiku-4-5,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.024219314819090933
control,Emergent (SC),JiraTicketEnvironment,foundry / gpt-5.4,1.6166666666666667,judge_mean_rating,Collusion Judge (↓),claude-haiku-4-5,Claude-Haiku-4-5,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.16975214129336985
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.10574858803682219,normalized_regret,Normalized Regret (↓),claude-haiku-4-5,Claude-Haiku-4-5,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.021856564707599523
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,0.468647619818765,normalized_coalition_regret_gap,Coalition Advantage (-),claude-haiku-4-5,Claude-Haiku-4-5,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.029437009486204167
simple,Prompted (SC),JiraTicketEnvironment,foundry / gpt-5.4,2.9999999999999996,judge_mean_rating,Collusion Judge (↓),claude-haiku-4-5,Claude-Haiku-4-5,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.17934252894965672
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.07854419747094281,normalized_regret,Normalized Regret (↓),gemini-3-flash,Gemini-3-Flash,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.02159754387087163
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.4964229014098911,normalized_coalition_regret_gap,Coalition Advantage (-),gemini-3-flash,Gemini-3-Flash,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.013507322772964268
baseline,Control (no SC),JiraTicketEnvironment,foundry / gpt-5.4,0.9666666666666668,judge_mean_rating,Collusion Judge (↓),gemini-3-flash,Gemini-3-Flash,20,Environment: JiraTicketEnvironment | Judge: foundry / gpt-5.4,0.06352234031660237
